channel_name,channel_id,video_url,video_title,views,likes,comments
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=yjCqDkQqAEE,Skills You Must Develop to Succeed Abroad post MS,302,16,0
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=vFlO0SRFniE,"Invest at 0% commissions. And, build generational wealth | Akshat Shrivastava",37313,1184,177
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=yhnUEgJAEN4,"I invested 50Cr in Real Estate. And, learnt these 10 Key points...",119748,2546,343
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=-TL-_GO5vrE,Why I am selling (some) Finance stocks. And rotating to other sectors,251157,6335,513
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=E96ZkGZ4bKQ,"5 Stocks to buy after RBI's rate cuts. And, it's stock Market impact | Akshat Shrivastava",251310,5262,516
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=sYfZuSUAucI,Markets can correct aggressively by 2026 | Buy the Indian Markets in Dips,303055,5870,1087
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=67pxeDwJCqA,How to build a new portoflio in 2025? | Akshat Shrivastava,0,2545,368
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=N2GH08vqS3s,"[An obvious great bet!] Why, I'm investing 90% of my money on AI stocks ...",168930,3740,448
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=8jlrX0EeEXk,Is India's Economy Struggling or Winning? | Data Backed Analysis,108848,3375,676
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=Qz5_dpy7TQY,What happens when US debt bursts?,214728,4716,819
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=CtBJxdShSMw,Why I'm investing close to 15Cr on these 10 stocks | Akshat Shrivastava,297282,6950,664
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=3V6i73NCWsc,Why long-term Investing works only FOR THE RICH now? [Instead do MID-TERM investing],120903,3113,297
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=rgWCHQVWz2M,10 Wealth & Stock Market predictions for 2025 | Akshat Shrivastava,171964,4519,413
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=awOTAwe334E,Which STOCKS to buy in India and the US? [Akshat Shrivastava],149089,3833,334
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=mPE8m4Ld0CU,I stopped investing in Mutual Funds in 2025 (here is why) | Akshat Shrivastava,194858,3846,988
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=W4q982L1Z90,Economy updates - And adding 3 New stocks to my Portfolio | Akshat Shrivastava,0,3726,314
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=rEC15tWo_oU,Your portfolio can beat 99% Fund Managers | Copy these 5 Strategies | Akshat Shrivastava,256468,8160,547
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=scBBJpZB2-U,Book some profits in the ongoing MINI-RALLY? | Akshat Shrivastava,145526,3126,328
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=z01lyQH7rao,Why China will win this trade war in the next 71 days..,210025,6740,585
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=XPCy1r6pZEM,IDFC First Bank-- Next HDFC or Yes Bank? | Fundamental Analysis | Akshat Shrivastava,0,3159,314
Akshat Shrivastava,UCqW8jxh4tH1Z1sWPbkGWL4g,https://www.youtube.com/watch?v=ddXCLYdPQlM,Markets are set to rebound (5 stocks I am buying) | Akshat Shrivastava,321068,6701,728
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=xh2tA8yf3hU,"What Your Skin Really Needs � Serums, Moisturizer & Skincare | Dr Geetanjali | FO369 Raj Shamani",29921,1089,159
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=m1DQx1_mweE,Start Business With No Money In India & Business Secrets - Rajiv Talreja | FO368 Raj Shamani,236071,6502,585
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=WNdSw0vzzOs,"Gold Vs Diamonds, Lab Grown Vs Natural, Business & Investment | Limelight | FO367 Raj Shamani",170364,2820,955
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=we9VSegCFyo,"Decode Love, Lies & Leadership Through Body Language | Kanan Tandi | FO366 Raj Shamani",393459,11157,970
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=NB4TlMvCqJY,"Real Estate Billionaire: How To Choose, Invest & Sell A Property? - BNW Founder | FO365 Raj Shamani",274283,6007,1018
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=MdeQMVBuGgY,"Vijay Mallya Podcast: Rise & Downfall Of Kingfisher Airlines, Loans & RCB | FO364 Raj Shamani",25704889,738231,57222
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=BWu-VAuok3Y,"Private Detective Stories: Hidden Cameras, Affairs & Investigation | Baldev Puri | FO363 Raj Shamani",1076158,23300,2115
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=r8pDXO6zRUg,"Aamir Khan On Marriage Failure, Family, Nepotism, Last Film, Bollywood & 3 Idiots |FO362 Raj Shamani",3837240,98975,9229
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=xoZw93EHxSw,"Uttar Pradesh, Gangster, Bahubali, Crime, Politics & CM Yogi | Mrityunjay Sharma | FO361 Raj Shamani",889229,13885,1397
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=yQ_6xi__utU,"0 to ?1000 Cr: Build A Successful Food Business In India, DMart & SRK | Veeba | FO360 Raj Shamani",286371,5555,435
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=D4184a_RTJI,"Himesh Reshammiya On Struggles, Bollywood, Trolling, Music, Family & Arijit | FO359 Raj Shamani",415302,9462,1784
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=8Ssx232ZXa4,"BookMyShow Founder: Reality of Concert, Coldplay, Artist, Business Model & India | FO358 Raj Shamani",300694,6165,510
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=jtgxSDACnyU,"Live 10 Years Longer: Brain & Heart Health, Workouts & Fitness Business | Gabit | FO357 Raj Shamani",336137,6728,368
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=jFXxHwTwlRg,"Encounter Specialist: T*rrorism, Ind-Pak War, PoK & Kashmir | Shahida Parveen | FO356 Raj Shamani",712868,11102,915
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=mrBUlkbnJcg,Business Masterclass: SECRET To Build Profitable Company In India | Masters Union |FO355 Raj Shamani,632724,12013,642
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=z5KAKDuvXD4,"Love Vs Arranged Marriage, Lust, Soulmate & Red Flags | Dr Madhumati Singh | FO354 Raj Shamani",694100,15761,2147
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=y39gxQS_TsM,"How Rich People Choose Partners, Cheating, Divorce & Karan Johar | IITIIMShaadi | FO353 Raj Shamani",879626,16874,2245
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=oHry5RRI4KU,"Ind-Pak War, Indian Army Operations, Weapons & Kargil - Capt Yashika Tyagi | FO352 Raj Shamani",2257079,67220,4359
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=ndTkM5X7msg,"Karan Johar On Love, SRK, Dharma, Weight Loss, Nepotism & Quitting Bollywood | FO351 Raj Shamani",2945625,49646,4854
Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/watch?v=PGX-a7wWsfo,"Dark Side of South Movies, Star Kids, Struggles, Car Accident & Rajamouli | Nani | FO350 Raj Shamani",1611510,47916,2226
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=0q7mTFMto0Q,12 Monsoon Stock Picks with an Upside of up to 25% | By Trade Brains Portal (SEBI RA),1195,51,9
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=VqzwLXHM0-E,Bitcoin Trading charges on Delta Exchange? | Brokerage Calculation | Maker and Taker Explained,10291,205,19
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=OOwZdJ6_6TE,Crypto Trading Masterclass by CA Manish Singh | The Ultimate Crypto Trading Course | FinGrad,1079,39,4
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=wz3HZqYuAak,How to use ChatGPT AI for Crypto Analysis? | Bitcoin Analysis with ChatGPT | Trade Brains,1194,28,16
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=bKlef50Uxqg,How to use Bitcoin Charts on DeltaExchange (Demo) | Bitcoin Charting Tools | Crypto Trading,1055,35,10
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=DhWaq9Wkb5E,How to do Option Trading in bitcoin on Delta Exchange? | Derivative Trading Demo | Trade Brains,7953,153,9
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=cgUcxsflxw4,How to trade Crypto in Delta Exchange (Tutorial)? Buy/Sell Cryptos on DeltaExchange | Trade Brains,2227,61,5
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=ZrhNRhmon8M,How to Use Deepseek for Stock Analysis | Deepseek AI-Powered Stock Market Research | Trade Brains,6100,107,10
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=VyeI5taOTXg,How to Start Crypto Trading in India in 2025? | Crypto Trading for Beginners | Trade Brains,1649,48,28
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=aQxWqRLDT4I,6 Best Stocks to buy in 2025 | Stocks to buy at dip | Trade Brains,32544,399,16
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=lmKI4TIJoKY,How to do Technical Analysis with Google Gemini AI? | Chart Analysis with AI | Trade Brains,27428,180,13
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=PuAhm-CsedI,How to Use Google Gemini for Stock Analysis: A Guide to Gemini AI Stock Research | Trade Brains,118134,2551,35
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=x_falhiqzhU,ChatGPT to Find Undervalued Stocks: A Guide for AI-based Stock Analysis & Valuation | Trade Brains,13282,225,13
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=fxLCRHNibck,How to Use ChatGPT for Stock Analysis: A Complete Guide for Stock Investors! | Trade Brains,135537,2834,51
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=EPGuKPpiuS0,Trade Brains Diwali Celebrations | Office Wali Diwali | Life at Trade Brains,1370,36,3
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=vT3QUSd2cQI,Inside the Commodity Market Trading with HDFC Sky's Anuj Gupta | Ft Hitesh Singhi | Trade Brains,3903,185,8
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=gQeBpUHImq0,How She build a PMS of Rs 300+ Cr Assets? | Ft. Sonam Srivastava @WrightResearchHQ | Trade Brains,6090,112,4
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=gP0WW8VNQFM,12 Common Trading Chart Patterns | Best Trading Charts with Examples | Trade Brains,7775,270,9
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=4uIVghAAFP8,5 Best Bullish Chart Patterns | Technical Chart Patterns for Beginners | Trade Brains,8738,107,5
Trade Brains,UCzw35O6toJtjqEAAt4LTjKQ,https://www.youtube.com/watch?v=6jG_UG-8tNw,3 Best Neutral Chart Patterns | Sideways/Neutral Trading Patterns | Trade Brains,3323,115,12
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=Eg2h9S1wQSA,Access 21 Internet-First Companies | Groww Nifty India Internet ETF & FoF,6579,322,9
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=4GH8LvSrTRo,3 All time high breakout stocks worth researching in 2025,36653,1509,57
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=yufFkEf9KdU,3 Midcap stocks with consistent sales and profit growth over 25% CAGR,55129,1832,66
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=Hs7GWhuWIsI,Top Traders Reveal Best Stock Reversal Techniques,16457,787,52
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=Plwo9qh-RA0,3 Hidden stocks showing strong business turnaround in 2025,39197,1254,58
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=1v0c-K3ojDk,This  pharma company spends 15% of revenues on Research!,13756,486,28
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=cdL-Y2Dn9kI,Top 3 Stocks where FIIs and DIIs are investing,64442,2146,75
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=LAvOACQiQEQ,Learn from experts how to identify the next big sectors!,25236,1061,42
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=3AEkG9Gvp-E,The best kept secret of Atul Ltd's success revealed!,11247,466,44
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=E-VQoUGaBQw,Don't Fall for These 3 Modern Scam Tactics in 2025!,78278,2136,147
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=IpLXA3Db9Kw,Save Taxes with Hindu Undivided Family | How to Open HUF Demat with Groww,7229,206,39
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=HkNwUdIYaWU,How to invest like Warren Buffett!,23918,1165,44
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=zQn7k_exMJc,Is Nifty's Breakout a Game Changer for These Sectors? | Charts Ki Baat Ep. 2,18424,798,43
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=qwkScb1BU7E,This pharma stock has the Highest ROE in the last 5 years!,7135,225,39
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=VchdES1JSfA,"Are Banking Stocks in Trouble due to Credit Expansion Slowdown? | HDFC Bank, ICICI Bank, and More",5204,196,18
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=PzknYbWgdcc,Top 5 Defence stocks to watch out,22535,692,61
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=6eiOFas0n9o,3 Stocks to Watch amid geopolitical tensions  | Charts Ki Baat Ep. 1,23369,838,47
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=tYpP2Kx-Ir0,Is Page Industries Ready for a Strong Comeback? | Jockey Brand's Journey,6299,235,14
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=iLzXRM3YSJU,How to invest in Silver in 2025?,14094,508,24
Groww,UCw5TLrz3qADabwezTEcOmgQ,https://www.youtube.com/watch?v=8JHLcGnweZQ,3 Stocks at Multi-Year Breakout!,42409,1448,55
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=McJJUgkrejs,Genz TRAP: How Youth is Getting POOR Than Their Parents!,33250,1844,128
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=ADfzbzxqz4c,Financial Freedom: Why Looking Poor is Important? Psychology of Money,145338,6260,218
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=QTkOdDaXJUA,Modified SIP vs Normal SIP vs Lump Sum,435286,13802,308
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=P1NoBHR4q44,SIP vs LumpSum? COMPOUNDING ??? ???? ?????? ???? ???,67515,3065,176
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=C4x69dcrzqY,How to Find MULTIBAGGER Stocks? (Step by Step Tutorial),89269,4114,406
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=FbXzxxPBOts,Why Net Worth Explodes After 1 Crore? (SECRET of Compounding),170294,7400,764
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=JYT50WMylOM,Financial Freedom: Can You Get Financially Free Early?,224475,9788,399
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=whjp5qUGsE4,Magic of SWP - (SWP for Monthly Income),727034,30638,1153
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=KOdCQUlU-8A,Why 99% of Us Will Never be Rich | (5 Rules of Wealth),132186,7655,470
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=Fy4VHK658ZY,First Step in Share Market to Compound Money (Investing For Beginners),130328,6444,252
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=jBA32PGNBfU,Common Sense Stock Investing | HOW TO INVEST IN STOCKS for Beginners?,113341,5638,237
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=9yTZtTydZFE,Financial Freedom: 5 Rules for Early Financial Independence,127971,5661,199
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=erLALX-w2HU,How to Build Wealth In Your 30s? and Retire Early,138341,6404,334
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=9iSbL96PKm0,Options Trading VS Intraday VS Swing VS Long-term Investing | Stock Market | Andekha Sach,802206,41356,839
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=4kKxT0u6Yyo,"How to Invest ?10,000 in 2024 (Bull Market) For Beginners | 10k to 10 CRORE",194433,8535,316
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=JABvH31gPEQ,Magic of Compounding in LIFE | ?? ????? ???? ????? ???? ?? ?????,129486,6054,187
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=GG3pRf6u-vQ,5 Assets Better Than Cash | ????? ?? BANK ??? ???? ??? ???,398433,15694,452
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=ON4goLTDEUk,Break the Middle-class TRAP! Be the FIRST in Your Family to GET RICH,531985,25283,519
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=w4PKdTbe8eY,Financial Freedom: 5 Middle Class TRAPS ?? ???? ???? ??? ??? ???,1212026,27560,603
Invest Mindset,UCnSHHfS-nwoZXQkU6xi4L9Q,https://www.youtube.com/watch?v=W4hcZe79qS0,Financial Freedom: DIVIDEND vs RENT for Early Retirement (Fired Ep-6),943079,23291,944
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=wQ8ws14MNcU,2025 ??? ???? ????? ???? Crash ? Investing in 2025 | Investaru,923,83,27
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=ns48bpv7RLs,???????? ?? ???? Stock Market Sale is ON | Stock Market Investing | Investaru,792,68,5
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=e68LzEJFjI0,Why FIIs Selling in Indian Markets | Stock Market Crash 2024 | Investaru,1208,75,15
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=syQAhA4SEz4,Nifty Correction will Trap you | Stock Market for Beginners | Investaru,1162,66,8
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=oGwIDYNYxQ8,Are you Gambling in Stock Market | Stock Market Traps | Investaru,590,69,14
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=I01Ede7ykgE,Passive way to get Rich from Stock Market | Passive Investing | Investaru,1087,86,19
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=r0P1TIl-3a0,Market Crash ???? ?? Trap | Stock Market Crash | Investaru,686,73,8
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=I6bfWDCIem4,????? ???? ???? Data | IPO Gambling in India | Investaru,1113,47,6
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=vKqVMpxHdLY,Stocks in News 26th Sep 2024 | Latest Stock Market News | Investaru,353,47,5
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=hXuqJALFbZo,Stocks in News 25th Sep 2024 | Latest Stock Market News | Investaru,422,70,8
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=FKxMMOg3ndE,Stocks in News 24th Sep 2024 | Latest News in Stock Market | Investaru,346,52,10
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=kTjY_XVAyTc,Next Multibagger Stock Trick | Stock Market Investing for Beginners | Investaru,1537,136,20
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=5J2HaQqCGGY,Bumper ???? ???? IPO ??? ???? ?? | Upcoming IPOs | Investaru,673,64,24
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=Fk85ikqBC6I,Stocks in News 20th Sep 2024 | Latest Stock Market News,348,59,9
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=R7D6njkKav8,Watch before you loose money in Stock Market | Stock Market for Beginners | Investaru,741,74,15
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=4U-nLfuOK60,Stocks in News 19th Sep 2024 | Latest Stock Market News | Investaru,374,55,12
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=587hjqGgHrI,Stocks in News 18th Sep 2024 | Stock Market Latest News | Investaru,437,59,4
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=NnhTtJQqgMs,Stocks in News 13th Sep 2024 | Latest Stock Market News | Investaru,377,55,7
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=bZsXczV6b4M,Stocks in News 12th Sep 2024 | Latest Stock Market News | Investaru,346,57,7
Investaru Official,UCRE9Fp_3g_ekRTLtJM4yBFA,https://www.youtube.com/watch?v=zq31BJ4z61k,Stocks in News 11th Sep 2024 | Latest Stock Market News | Investaru,360,49,11
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=HlQr_-UbZhg,SOME EXCELLENT NEWS,15128,1022,43
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=yqROzdEfoOU,FOMC BOJ BOE MEETING AND MANY NEWS FOR TOMORROW,15977,888,54
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=1vTNbCBUI4w,INDIA CPI INFLATION DATA AND MANY UPDATES,15301,946,34
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=QooYwYVs9wQ,TARIFF ?? ??? ??? ???,18068,1154,35
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=f2F9IE3pigI,WORLD BANK ?? REPORT,15412,1070,33
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=cEUd1bdeThU,GST ?? ??? ??? ???,18033,1240,55
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=-YJM06pbuC4,?? ?? ??? ?? ????? ???,16838,1007,25
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=ATIyB0VfjnY,??? ???? ??? ???,12685,840,22
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=C1jhBeQPNBo,?????????? ?????? ?? ?? ???,14993,1065,43
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=4bnspCYFMzY,TOMORROW MARKET ANALYSIS,15492,1038,28
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=2BnbQ7xj2PE,GIFT NIFTY IN BETTER POSITION,17331,1162,45
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=epA-sxa83B0,MANUFACTURING PMI DATA AND MANY UPDATES,17894,1053,45
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=93GUvcfMem8,?? ?? ???? ?????????? ???,17196,1075,45
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=TV4V2mGKQRw,INDIA Q4 GDP DATA AND NEWS,13103,841,22
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=ay1jAhlfiK4,US GDP DATA and MANY MORE,20072,1271,39
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=c6PsMPSJ1fs,????? ?? ??? ?????,18516,1068,35
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=RJASitMFgs4,DOW JONES ?? ??? ????,18784,1097,63
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=-cK5wq3Y5cY,HUGE BENEFITS FOR INDIA,20285,1247,44
Stock Market INDIA,UCCLu5B_Ctsw4N20DJvDykOA,https://www.youtube.com/watch?v=qGZ156-JgPQ,?????? ?? ??? ????? ???,29739,1538,71
